date,-1,0,1,2,3,4,5
2024-04-09,67,408,44,113,174,132,223
2024-04-10,67,406,31,118,169,125,221
2024-04-11,68,411,32,119,172,125,224
2024-04-12,82,412,32,120,170,124,220
2024-04-13,75,411,30,119,169,121,223
2024-04-14,77,411,29,117,170,121,217
2024-04-15,72,413,28,120,167,126,218
2024-04-16,82,412,32,117,174,130,220
2024-04-17,78,416,32,121,149,127,223
2024-04-18,74,418,36,123,170,127,229
2024-04-19,74,426,34,124,172,131,226
2024-04-20,76,427,36,124,172,128,230
2024-04-21,75,428,25,128,168,128,226
2024-04-22,74,434,26,99,172,128,229
2024-04-23,79,439,28,97,171,127,229
2024-04-24,80,444,30,97,171,125,227
2024-04-25,82,453,28,102,173,125,222
2024-04-26,86,453,30,105,180,124,220
2024-04-27,82,443,28,101,180,128,223
2024-04-28,85,435,28,103,179,126,219
2024-04-29,88,426,27,106,178,124,221
2024-04-30,92,423,36,107,183,129,221
2024-05-01,92,413,36,104,177,124,218
2024-05-02,92,411,39,104,174,124,219
2024-05-03,92,421,38,108,177,124,224
2024-05-04,89,410,31,106,180,122,225
2024-05-05,102,407,30,102,175,121,222
2024-05-06,103,405,31,106,176,121,220
2024-05-07,104,404,31,106,185,118,218
2024-05-08,111,393,32,114,191,120,218
2024-05-09,118,391,29,123,189,125,218
2024-05-10,122,394,29,125,192,128,222
2024-05-11,117,395,29,121,188,127,222
2024-05-12,118,394,29,116,189,125,219
2024-05-13,115,398,31,123,188,126,228
2024-05-14,120,399,31,121,194,128,232
2024-05-15,106,396,30,123,189,127,229
2024-05-16,111,401,30,124,189,127,226
2024-05-17,115,423,31,122,187,125,222
2024-05-18,112,412,31,121,185,125,223
2024-05-19,111,406,31,122,186,126,214
2024-05-20,119,407,34,118,170,126,228
2024-05-21,107,404,34,120,169,128,234
2024-05-22,106,403,34,115,170,141,212
2024-05-23,105,400,30,113,168,147,216
2024-05-24,110,393,30,113,169,129,220
2024-05-25,108,391,29,111,168,128,222
2024-05-26,108,383,29,112,168,133,220
2024-05-27,106,387,29,109,166,135,225
2024-05-28,112,399,29,116,169,144,225
2024-05-29,111,390,29,116,173,142,228
2024-05-30,109,393,29,120,173,151,229
2024-05-31,114,418,30,120,174,154,232
2024-06-01,111,393,29,119,170,148,232
2024-06-02,110,397,20,119,170,146,224
2024-06-03,109,397,21,128,178,148,225
2024-06-04,117,402,21,130,181,149,220
2024-06-05,118,401,20,133,177,145,221
2024-06-06,115,399,20,128,176,145,221
2024-06-07,121,395,20,127,175,141,217
2024-06-08,118,387,20,125,177,145,218
2024-06-09,121,387,20,129,175,142,216
2024-06-10,122,385,24,137,173,148,214
2024-06-11,126,388,24,133,173,156,215
2024-06-12,124,391,23,119,165,151,217
2024-06-13,131,388,21,120,165,164,219
2024-06-14,131,389,20,126,172,168,218
2024-06-15,139,392,19,128,172,167,220
2024-06-16,139,394,20,128,173,167,218
2024-06-17,137,393,29,123,175,174,217
2024-06-18,124,397,27,124,180,170,223
2024-06-19,127,390,27,125,193,169,222
2024-06-20,127,390,38,125,192,173,230
2024-06-21,126,390,40,127,192,170,234
2024-06-22,122,387,41,124,165,166,233
2024-06-23,121,374,40,125,166,165,232
2024-06-24,121,378,41,129,172,167,231
2024-06-25,126,385,41,127,166,169,231
2024-06-26,129,399,45,128,162,166,229
2024-06-27,130,402,43,131,161,153,231
2024-06-28,127,402,28,132,153,156,215
2024-06-29,136,406,30,131,151,151,214
2024-06-30,131,402,26,130,157,156,212
2024-07-01,135,411,26,136,157,146,230
2024-07-02,123,424,22,141,158,150,224
2024-07-03,122,419,24,145,165,144,230
2024-07-04,126,430,23,147,173,147,237
2024-07-05,131,426,23,150,181,148,243
2024-07-06,125,416,23,148,177,146,229
2024-07-07,122,378,21,148,175,145,224
2024-07-08,129,366,23,152,183,145,224
2024-07-09,133,365,23,148,198,144,224
2024-07-10,129,365,24,147,192,146,223
2024-07-11,121,369,23,147,204,145,226
2024-07-12,127,376,23,151,207,145,223
2024-07-13,124,378,23,146,201,143,222
2024-07-14,124,378,23,151,196,142,222
2024-07-15,128,392,23,153,197,144,223
2024-07-16,126,398,27,155,199,152,216
2024-07-17,124,383,26,144,192,133,218
2024-07-18,124,384,27,142,184,128,218
2024-07-19,122,387,26,138,183,134,214
2024-07-20,120,382,26,139,191,136,216
2024-07-21,119,382,25,138,183,131,212
2024-07-22,125,382,25,147,165,133,213
2024-07-23,126,392,35,153,140,133,210
2024-07-24,124,394,40,143,146,136,217
2024-07-25,126,386,40,146,145,136,222
2024-07-26,125,381,42,147,144,143,221
2024-07-27,123,368,36,146,133,136,221
2024-07-28,122,365,37,145,134,136,218
2024-07-29,123,369,36,142,134,140,218
2024-07-30,136,346,36,156,134,143,219
2024-07-31,134,358,36,162,136,146,232
2024-08-01,137,350,35,139,139,141,236
2024-08-02,137,360,35,141,139,147,212
2024-08-03,133,358,35,139,141,149,214
2024-08-04,136,353,33,125,138,129,210
2024-08-05,133,358,35,122,138,141,209
2024-08-06,131,361,33,125,144,146,212
2024-08-07,133,359,33,117,151,152,212
2024-08-08,129,362,38,115,152,146,207
2024-08-09,132,370,40,114,152,149,208
2024-08-10,128,374,39,121,153,144,208
2024-08-11,128,372,37,121,151,143,205
2024-08-12,130,368,39,121,155,151,204
2024-08-13,134,358,35,122,140,151,208
2024-08-14,142,368,35,120,133,163,210
2024-08-15,136,361,37,120,133,163,209
2024-08-16,135,371,34,119,137,162,209
2024-08-17,136,371,21,123,137,162,211
2024-08-18,136,374,20,123,136,162,206
2024-08-19,146,374,19,123,141,161,216
2024-08-20,146,385,19,125,144,165,204
2024-08-21,151,388,24,122,145,182,210
2024-08-22,149,384,22,121,141,178,210
2024-08-23,150,392,24,125,139,186,215
2024-08-24,144,385,23,127,137,174,215
2024-08-25,147,386,23,121,137,166,211
2024-08-26,145,387,23,125,139,163,216
2024-08-27,147,383,26,135,139,168,217
2024-08-28,141,387,26,137,142,159,220
2024-08-29,140,389,26,136,146,158,217
2024-08-30,137,384,24,132,148,159,215
2024-08-31,135,394,24,134,146,160,222
2024-09-01,132,383,24,132,142,154,211
2024-09-02,130,383,24,139,146,161,209
2024-09-03,133,384,24,135,147,177,222
2024-09-04,135,394,26,134,151,181,226
2024-09-05,132,392,25,126,149,178,219
2024-09-06,139,394,26,125,151,178,216
2024-09-07,136,388,24,124,153,181,219
2024-09-08,136,386,24,124,153,177,215
2024-09-09,139,363,25,140,155,182,229
2024-09-10,145,352,24,148,156,184,234
2024-09-11,151,354,24,156,150,190,234
2024-09-12,152,353,26,170,154,169,237
2024-09-13,160,350,26,162,153,169,235
2024-09-14,154,353,29,163,153,170,226
2024-09-15,153,352,27,162,152,164,217
2024-09-16,156,345,26,162,152,164,217
2024-09-17,166,342,25,160,154,158,216
2024-09-18,155,339,27,149,152,159,215
2024-09-19,160,351,26,153,149,161,215
2024-09-20,164,348,27,157,153,175,219
2024-09-21,163,344,34,162,160,176,221
2024-09-22,160,346,30,161,160,178,218
2024-09-23,160,358,29,168,161,180,228
2024-09-24,162,351,31,167,166,186,207
2024-09-25,162,351,32,170,167,175,211
2024-09-26,170,359,33,170,171,162,205
2024-09-27,172,353,34,163,158,161,205
2024-09-28,169,351,38,163,163,159,209
2024-09-29,172,352,34,164,162,155,204
2024-09-30,173,375,36,166,164,164,206
2024-10-01,156,368,34,167,158,152,205
2024-10-02,156,369,39,167,159,156,206
2024-10-03,153,364,35,164,159,151,206
2024-10-04,156,377,37,163,156,144,207
2024-10-05,155,366,35,162,160,144,208
2024-10-06,153,364,37,157,156,143,204
2024-10-07,159,369,37,156,162,146,206
2024-10-08,133,373,28,156,163,147,206
2024-10-09,135,350,28,156,157,143,208
2024-10-10,136,341,27,158,156,153,207
2024-10-11,145,342,28,152,163,147,209
2024-10-12,147,343,27,151,160,150,207
2024-10-13,145,339,29,151,164,150,207
2024-10-14,133,350,26,157,176,156,207
2024-10-15,131,349,27,163,164,179,207
2024-10-16,134,355,27,163,161,176,208
2024-10-17,133,358,29,168,170,174,216
2024-10-18,137,357,27,167,178,177,218
2024-10-19,128,356,26,170,161,159,211
2024-10-20,124,354,28,171,156,154,206
2024-10-21,127,357,27,173,162,158,207
2024-10-22,129,357,27,180,153,159,210
2024-10-23,129,354,28,174,135,156,212
2024-10-24,133,318,25,162,131,154,213
2024-10-25,137,326,27,155,134,149,213
2024-10-26,135,329,27,155,132,159,197
2024-10-27,135,330,26,155,131,160,192
2024-10-28,133,333,25,155,130,164,201
2024-10-29,130,326,26,155,130,157,194
2024-10-30,129,330,25,157,131,158,197
2024-10-31,131,336,26,161,135,157,199
2024-11-01,135,327,26,163,134,154,197
2024-11-02,130,328,26,163,133,151,198
2024-11-03,131,316,26,163,130,151,196
2024-11-04,127,321,26,165,133,153,203
2024-11-05,129,318,29,170,131,156,206
2024-11-06,130,325,27,175,133,150,206
2024-11-07,132,324,25,173,137,149,211
2024-11-08,138,326,27,175,143,155,209
2024-11-09,125,325,27,172,136,152,215
2024-11-10,107,324,26,173,134,152,204
2024-11-11,115,336,25,173,135,153,210
2024-11-12,116,339,26,177,136,158,206
2024-11-13,123,344,25,167,132,166,208
2024-11-14,122,341,19,169,132,175,207
2024-11-15,121,345,11,170,125,185,203
2024-11-16,111,348,11,167,129,176,205
2024-11-17,109,345,11,168,127,173,202
2024-11-18,110,349,11,167,125,186,213
2024-11-19,110,365,11,170,125,202,219
2024-11-20,109,367,11,169,128,201,218
2024-11-21,114,366,11,169,127,196,211
2024-11-22,126,365,11,173,128,202,211
2024-11-23,122,362,11,183,128,188,213
2024-11-24,119,363,11,184,134,186,211
2024-11-25,120,359,11,187,134,186,214
2024-11-26,120,353,11,187,133,202,209
2024-11-27,122,358,11,187,136,189,214
2024-11-28,126,367,11,195,137,187,215
2024-11-29,127,369,14,194,142,190,214
2024-11-30,126,381,14,194,142,185,223
2024-12-01,126,362,15,189,139,182,213
2024-12-02,123,359,14,196,142,181,211
2024-12-03,129,366,15,200,136,187,213
2024-12-04,131,367,17,211,139,185,211
2024-12-05,121,366,16,212,133,162,216
2024-12-06,117,370,17,208,141,161,219
2024-12-07,118,367,17,201,138,158,217
2024-12-08,122,364,17,206,134,155,215
2024-12-09,120,359,18,209,138,156,218
2024-12-10,121,363,18,207,150,168,219
2024-12-11,119,365,17,199,155,168,217
2024-12-12,119,362,16,201,152,164,217
2024-12-13,125,359,16,199,154,168,228
2024-12-14,126,353,16,204,154,169,218
2024-12-15,109,362,16,203,149,168,215
2024-12-16,110,368,16,211,152,164,217
2024-12-17,110,378,16,212,159,172,226
2024-12-18,108,369,16,215,159,167,225
2024-12-19,125,375,21,213,166,148,217
2024-12-20,125,379,18,209,170,151,213
2024-12-21,130,377,17,207,164,147,219
2024-12-22,132,370,17,209,166,146,210
2024-12-23,134,370,18,211,165,152,217
2024-12-24,135,374,17,217,172,149,223
2024-12-25,134,375,18,212,151,149,218
2024-12-26,133,384,17,221,149,152,220
2024-12-27,137,396,19,227,154,152,226
2024-12-28,137,394,17,227,151,146,226
2024-12-29,138,395,18,215,152,150,225
2024-12-30,137,401,18,213,150,154,235
2024-12-31,140,398,15,209,152,151,234
